wastewater_treatment_plant.name,target,collection_date,wastewater_treatment_plant.ara_id,assay,lod,load,load_median
ARA Basel/Prorheno,SARS-N2,2025-05-09,270101,RESPV6,6000,12381989,19784793.5
ARA Basel/Prorheno,SARS-N2,2025-05-10,NA,NA,NA,NA,23398326
ARA Basel/Prorheno,SARS-N2,2025-05-11,270101,RESPV6,6000,27827924,17890157.5
ARA Basel/Prorheno,SARS-N2,2025-05-12,270101,RESPV6,6000,23398326,17890157.5
ARA Basel/Prorheno,SARS-N2,2025-05-13,NA,NA,NA,NA,20444947
ARA Basel/Prorheno,SARS-N2,2025-05-14,270101,RESPV6,6000,11891906,20444947
ARA Basel/Prorheno,SARS-N2,2025-05-15,NA,NA,NA,NA,14691737
ARA Basel/Prorheno,SARS-N2,2025-05-16,270101,RESPV6,6000,17491568,11807461
ARA Basel/Prorheno,SARS-N2,2025-05-17,NA,NA,NA,NA,11807461
ARA Basel/Prorheno,SARS-N2,2025-05-18,270101,RESPV6,6000,9245096,11723016
ARA Basel/Prorheno,SARS-N2,2025-05-19,270101,RESPV6,6000,11723016,14607292
ARA Basel/Prorheno,SARS-N2,2025-05-20,NA,NA,NA,NA,18559839
ARA Basel/Prorheno,SARS-N2,2025-05-21,NA,NA,NA,NA,18559839
ARA Basel/Prorheno,SARS-N2,2025-05-22,270101,RESPV6,6000,30120366,21222316
ARA Basel/Prorheno,SARS-N2,2025-05-23,270101,RESPV6,6000,25396662,22149324
ARA Basel/Prorheno,SARS-N2,2025-05-24,NA,NA,NA,NA,25396662
ARA Basel/Prorheno,SARS-N2,2025-05-25,270101,RESPV6,6000,17047970,25396662
ARA Basel/Prorheno,SARS-N2,2025-05-26,270101,RESPV6,6000,18901986,22149324
ARA Basel/Prorheno,SARS-N2,2025-05-27,270101,RESPV6,6000,31650292,17974978
ARA Basel/Prorheno,SARS-N2,2025-05-28,NA,NA,NA,NA,17974978
ARA Basel/Prorheno,SARS-N2,2025-05-29,NA,NA,NA,NA,18343170
ARA Basel/Prorheno,SARS-N2,2025-05-30,270101,RESPV6,6000,12194345,24031146
ARA Basel/Prorheno,SARS-N2,2025-05-31,NA,NA,NA,NA,17784354
ARA Basel/Prorheno,SARS-N2,2025-06-01,270101,RESPV6,6000,17784354,16462384.5
ARA Basel/Prorheno,SARS-N2,2025-06-02,270101,RESPV6,6000,30277938,16462384.5
ARA Basel/Prorheno,SARS-N2,2025-06-03,NA,NA,NA,NA,24031146
ARA Basel/Prorheno,SARS-N2,2025-06-04,270101,RESPV6,6000,15140415,24031146
ARA Basel/Prorheno,SARS-N2,2025-06-05,NA,NA,NA,NA,22709176.5
ARA Basel/Prorheno,SARS-N2,2025-06-06,270101,RESPV6,6000,31034270,14687684
ARA Basel/Prorheno,SARS-N2,2025-06-07,NA,NA,NA,NA,14687684
ARA Basel/Prorheno,SARS-N2,2025-06-08,270101,RESPV6,6000,14234953,14234953
ARA Basel/Prorheno,SARS-N2,2025-06-09,270101,RESPV6,6000,11342077,19093944.5
ARA Basel/Prorheno,SARS-N2,2025-06-10,NA,NA,NA,NA,14428494.5
ARA Basel/Prorheno,SARS-N2,2025-06-11,NA,NA,NA,NA,14428494.5
ARA Basel/Prorheno,SARS-N2,2025-06-12,270101,RESPV6,6000,23952936,16779727
ARA Basel/Prorheno,SARS-N2,2025-06-13,270101,RESPV6,6000,14622036,16779727
ARA Basel/Prorheno,SARS-N2,2025-06-14,NA,NA,NA,NA,18937418
ARA Basel/Prorheno,SARS-N2,2025-06-15,270101,RESPV6,6000,18937418,18937418
ARA Basel/Prorheno,SARS-N2,2025-06-16,270101,RESPV6,6000,14608208,16779727
ARA Basel/Prorheno,SARS-N2,2025-06-17,270101,RESPV6,6000,23343050,20940456
ARA Basel/Prorheno,SARS-N2,2025-06-18,NA,NA,NA,NA,20940456
ARA Basel/Prorheno,SARS-N2,2025-06-19,NA,NA,NA,NA,18775851
ARA Basel/Prorheno,SARS-N2,2025-06-20,270101,RESPV6,6000,22943494,19231850
ARA Basel/Prorheno,SARS-N2,2025-06-21,NA,NA,NA,NA,15520206
ARA Basel/Prorheno,SARS-N2,2025-06-22,270101,RESPV6,6000,13150825,19231850
ARA Basel/Prorheno,SARS-N2,2025-06-23,270101,RESPV6,6000,15520206,19231850
ARA Basel/Prorheno,SARS-N2,2025-06-24,NA,NA,NA,NA,17197112
ARA Basel/Prorheno,SARS-N2,2025-06-25,270101,RESPV6,6000,28128744,17197112
ARA Basel/Prorheno,SARS-N2,2025-06-26,NA,NA,NA,NA,17197112
ARA Basel/Prorheno,SARS-N2,2025-06-27,270101,RESPV6,6000,18874018,15503238.5
ARA Basel/Prorheno,SARS-N2,2025-06-28,NA,NA,NA,NA,15503238.5
ARA Basel/Prorheno,SARS-N2,2025-06-29,270101,RESPV6,6000,12130482,12132459
ARA Basel/Prorheno,SARS-N2,2025-06-30,270101,RESPV6,6000,12132459,15503238.5
ARA Basel/Prorheno,SARS-N2,2025-07-01,NA,NA,NA,NA,14363988
ARA Basel/Prorheno,SARS-N2,2025-07-02,NA,NA,NA,NA,14363988
ARA Basel/Prorheno,SARS-N2,2025-07-03,270101,RESPV6,6000,22020878,14363988
ARA Basel/Prorheno,SARS-N2,2025-07-04,270101,RESPV6,6000,16595517,14848137.5
ARA Basel/Prorheno,SARS-N2,2025-07-05,NA,NA,NA,NA,13100758
ARA Basel/Prorheno,SARS-N2,2025-07-06,270101,RESPV6,6000,10112614,13100758
ARA Basel/Prorheno,SARS-N2,2025-07-07,270101,RESPV6,6000,13100758,11606686
ARA Basel/Prorheno,SARS-N2,2025-07-08,270101,RESPV6,6000,10044292,11606686
ARA Basel/Prorheno,SARS-N2,2025-07-09,NA,NA,NA,NA,11606686
ARA Basel/Prorheno,SARS-N2,2025-07-10,NA,NA,NA,NA,14486723
ARA Basel/Prorheno,SARS-N2,2025-07-11,270101,RESPV6,6000,17869522,13742404.5
ARA Basel/Prorheno,SARS-N2,2025-07-12,NA,NA,NA,NA,15872688
ARA Basel/Prorheno,SARS-N2,2025-07-13,270101,RESPV6,6000,15872688,15872688
ARA Basel/Prorheno,SARS-N2,2025-07-14,270101,RESPV6,6000,11612121,15872688
ARA Basel/Prorheno,SARS-N2,2025-07-15,NA,NA,NA,NA,13742404.5
ARA Basel/Prorheno,SARS-N2,2025-07-16,NA,NA,NA,NA,13742404.5
ARA Basel/Prorheno,SARS-N2,2025-07-17,NA,NA,NA,NA,11612121
ARA Basel/Prorheno,SARS-N2,2025-07-18,NA,NA,NA,NA,NA
ARA Basel/Prorheno,SARS-N2,2025-07-19,NA,NA,NA,NA,NA
ARA Basel/Prorheno,SARS-N2,2025-07-20,NA,NA,NA,NA,NA
ARA Basel/Prorheno,SARS-N2,2025-07-21,NA,NA,NA,NA,NA
ARA Basel/Prorheno,SARS-N2,2025-07-22,NA,NA,NA,NA,NA
ARA Basel/Prorheno,SARS-N2,2025-07-23,NA,NA,NA,NA,NA
ARA Basel/Prorheno,SARS-N2,2025-07-24,NA,NA,NA,NA,NA
ARA Basel/Prorheno,SARS-N2,2025-07-25,NA,NA,NA,NA,NA
ARA Basel/Prorheno,SARS-N2,2025-07-26,NA,NA,NA,NA,33967616
ARA Basel/Prorheno,SARS-N2,2025-07-27,NA,NA,NA,NA,33967616
ARA Basel/Prorheno,SARS-N2,2025-07-28,NA,NA,NA,NA,33967616
ARA Basel/Prorheno,SARS-N2,2025-07-29,270101,RESPV6,6000,33967616,25501355
ARA Basel/Prorheno,SARS-N2,2025-07-30,NA,NA,NA,NA,25501355
ARA Basel/Prorheno,SARS-N2,2025-07-31,NA,NA,NA,NA,17282556
ARA Basel/Prorheno,SARS-N2,2025-08-01,270101,RESPV6,6000,17035094,25625086
ARA Basel/Prorheno,SARS-N2,2025-08-02,NA,NA,NA,NA,17282556
ARA Basel/Prorheno,SARS-N2,2025-08-03,270101,RESPV6,6000,17282556,36227748
ARA Basel/Prorheno,SARS-N2,2025-08-04,270101,RESPV6,6000,55172940,36227748
ARA Basel/Prorheno,SARS-N2,2025-08-05,NA,NA,NA,NA,50423802
ARA Basel/Prorheno,SARS-N2,2025-08-06,270101,RESPV6,6000,56693976,50423802
ARA Basel/Prorheno,SARS-N2,2025-08-07,NA,NA,NA,NA,50423802
ARA Basel/Prorheno,SARS-N2,2025-08-08,270101,RESPV6,6000,45674664,45401432
ARA Basel/Prorheno,SARS-N2,2025-08-09,NA,NA,NA,NA,45401432
ARA Basel/Prorheno,SARS-N2,2025-08-10,270101,RESPV6,6000,35995276,45128200
ARA Basel/Prorheno,SARS-N2,2025-08-11,270101,RESPV6,6000,45128200,45401432
ARA Basel/Prorheno,SARS-N2,2025-08-12,NA,NA,NA,NA,44744760
ARA Basel/Prorheno,SARS-N2,2025-08-13,NA,NA,NA,NA,44744760
ARA Basel/Prorheno,SARS-N2,2025-08-14,270101,RESPV6,6000,55223588,44744760
ARA Basel/Prorheno,SARS-N2,2025-08-15,270101,RESPV6,6000,44361320,39198364
ARA Basel/Prorheno,SARS-N2,2025-08-16,NA,NA,NA,NA,34035408
ARA Basel/Prorheno,SARS-N2,2025-08-17,270101,RESPV6,6000,34035408,34035408
ARA Basel/Prorheno,SARS-N2,2025-08-18,270101,RESPV6,6000,20224472,27129940
ARA Basel/Prorheno,SARS-N2,2025-08-19,270101,RESPV6,6000,14148160,27129940
ARA Basel/Prorheno,SARS-N2,2025-08-20,NA,NA,NA,NA,27129940
ARA Basel/Prorheno,SARS-N2,2025-08-21,NA,NA,NA,NA,29586862
ARA Basel/Prorheno,SARS-N2,2025-08-22,270101,RESPV6,6000,40261404,39605328
ARA Basel/Prorheno,SARS-N2,2025-08-23,NA,NA,NA,NA,40261404
ARA Basel/Prorheno,SARS-N2,2025-08-24,270101,RESPV6,6000,38949252,46285982
ARA Basel/Prorheno,SARS-N2,2025-08-25,270101,RESPV6,6000,52310560,46285982
ARA Basel/Prorheno,SARS-N2,2025-08-26,NA,NA,NA,NA,47374430
ARA Basel/Prorheno,SARS-N2,2025-08-27,270101,RESPV6,6000,75032430,47374430
ARA Basel/Prorheno,SARS-N2,2025-08-28,NA,NA,NA,NA,47374430
ARA Basel/Prorheno,SARS-N2,2025-08-29,270101,RESPV6,6000,42438300,51831996
ARA Basel/Prorheno,SARS-N2,2025-08-30,NA,NA,NA,NA,51831996
ARA Basel/Prorheno,SARS-N2,2025-08-31,270101,RESPV6,6000,29298510,42438300
ARA Basel/Prorheno,SARS-N2,2025-09-01,270101,RESPV6,6000,61225692,49619758
ARA Basel/Prorheno,SARS-N2,2025-09-02,NA,NA,NA,NA,51268558
ARA Basel/Prorheno,SARS-N2,2025-09-03,NA,NA,NA,NA,51268558
ARA Basel/Prorheno,SARS-N2,2025-09-04,270101,RESPV6,6000,56801216,51268558
ARA Basel/Prorheno,SARS-N2,2025-09-05,270101,RESPV6,6000,45735900,49311176
ARA Basel/Prorheno,SARS-N2,2025-09-06,NA,NA,NA,NA,45735900
ARA Basel/Prorheno,SARS-N2,2025-09-07,270101,RESPV6,6000,42639492,45735900
ARA Basel/Prorheno,SARS-N2,2025-09-08,270101,RESPV6,6000,52886452,44344342
ARA Basel/Prorheno,SARS-N2,2025-09-09,270101,RESPV6,6000,42952784,47029856
ARA Basel/Prorheno,SARS-N2,2025-09-10,NA,NA,NA,NA,47029856
ARA Basel/Prorheno,SARS-N2,2025-09-11,NA,NA,NA,NA,47029856
ARA Basel/Prorheno,SARS-N2,2025-09-12,270101,RESPV6,6000,51106928,42814148
ARA Basel/Prorheno,SARS-N2,2025-09-13,NA,NA,NA,NA,42675512
ARA Basel/Prorheno,SARS-N2,2025-09-14,270101,RESPV6,6000,27217758,34946635
ARA Basel/Prorheno,SARS-N2,2025-09-15,270101,RESPV6,6000,42675512,34946635
ARA Basel/Prorheno,SARS-N2,2025-09-16,NA,NA,NA,NA,33827011
ARA Basel/Prorheno,SARS-N2,2025-09-17,270101,RESPV6,6000,21820250,33827011
ARA Basel/Prorheno,SARS-N2,2025-09-18,NA,NA,NA,NA,41555888
ARA Basel/Prorheno,SARS-N2,2025-09-19,270101,RESPV6,6000,40436264,36275386
ARA Basel/Prorheno,SARS-N2,2025-09-20,NA,NA,NA,NA,36275386
ARA Basel/Prorheno,SARS-N2,2025-09-21,270101,RESPV6,6000,50586020,40436264
ARA Basel/Prorheno,SARS-N2,2025-09-22,270101,RESPV6,6000,32114508,45511142
ARA Basel/Prorheno,SARS-N2,2025-09-23,NA,NA,NA,NA,72734618
ARA Basel/Prorheno,SARS-N2,2025-09-24,NA,NA,NA,NA,72734618
ARA Basel/Prorheno,SARS-N2,2025-09-25,270101,RESPV6,6000,106496256,100621936
ARA Basel/Prorheno,SARS-N2,2025-09-26,270101,RESPV6,6000,94883216,106428456
ARA Basel/Prorheno,SARS-N2,2025-09-27,NA,NA,NA,NA,106360656
ARA Basel/Prorheno,SARS-N2,2025-09-28,270101,RESPV6,6000,106360656,106360656
ARA Basel/Prorheno,SARS-N2,2025-09-29,270101,RESPV6,6000,108472296,100621936
ARA Basel/Prorheno,SARS-N2,2025-09-30,270101,RESPV6,6000,55163188,84969498
ARA Basel/Prorheno,SARS-N2,2025-10-01,NA,NA,NA,NA,84969498
ARA Basel/Prorheno,SARS-N2,2025-10-02,NA,NA,NA,NA,68622845
ARA Basel/Prorheno,SARS-N2,2025-10-03,270101,RESPV6,6000,63578340,66513838
ARA Basel/Prorheno,SARS-N2,2025-10-04,NA,NA,NA,NA,69449336
ARA Basel/Prorheno,SARS-N2,2025-10-05,270101,RESPV6,6000,73667350,71558343
ARA Basel/Prorheno,SARS-N2,2025-10-06,270101,RESPV6,6000,69449336,71558343
ARA Basel/Prorheno,SARS-N2,2025-10-07,NA,NA,NA,NA,71558343
ARA Basel/Prorheno,SARS-N2,2025-10-08,270101,RESPV6,6000,91636536,71558343
ARA Basel/Prorheno,SARS-N2,2025-10-09,NA,NA,NA,NA,65644638
ARA Basel/Prorheno,SARS-N2,2025-10-10,270101,RESPV6,6000,61839940,76738238
ARA Basel/Prorheno,SARS-N2,2025-10-11,NA,NA,NA,NA,76738238
ARA Basel/Prorheno,SARS-N2,2025-10-12,270101,RESPV6,6000,59658096,61839940
ARA Basel/Prorheno,SARS-N2,2025-10-13,270101,RESPV6,6000,91900120,64382656
ARA Basel/Prorheno,SARS-N2,2025-10-14,NA,NA,NA,NA,73771881
ARA Basel/Prorheno,SARS-N2,2025-10-15,NA,NA,NA,NA,73771881
ARA Basel/Prorheno,SARS-N2,2025-10-16,270101,RESPV6,6000,66925372,73771881
ARA Basel/Prorheno,SARS-N2,2025-10-17,270101,RESPV6,6000,80618390,73771881
ARA Basel/Prorheno,SARS-N2,2025-10-18,NA,NA,NA,NA,66925372
ARA Basel/Prorheno,SARS-N2,2025-10-19,270101,RESPV6,6000,47308576,66925372
ARA Basel/Prorheno,SARS-N2,2025-10-20,270101,RESPV6,6000,93210800,63963483
ARA Basel/Prorheno,SARS-N2,2025-10-21,270101,RESPV6,6000,40320108,52197018
ARA Basel/Prorheno,SARS-N2,2025-10-22,NA,NA,NA,NA,52197018
ARA Basel/Prorheno,SARS-N2,2025-10-23,NA,NA,NA,NA,48702784
ARA Basel/Prorheno,SARS-N2,2025-10-24,270101,RESPV6,6000,57085460,48702784
ARA Basel/Prorheno,SARS-N2,2025-10-25,NA,NA,NA,NA,57085460
ARA Basel/Prorheno,SARS-N2,2025-10-26,270101,RESPV6,6000,31370202,64350422
ARA Basel/Prorheno,SARS-N2,2025-10-27,270101,RESPV6,6000,134594160,64350422
ARA Basel/Prorheno,SARS-N2,2025-10-28,NA,NA,NA,NA,64305498
ARA Basel/Prorheno,SARS-N2,2025-10-29,270101,RESPV6,6000,71615384,64305498
ARA Basel/Prorheno,SARS-N2,2025-10-30,NA,NA,NA,NA,71472827
ARA Basel/Prorheno,SARS-N2,2025-10-31,270101,RESPV6,6000,56995612,64162941
ARA Basel/Prorheno,SARS-N2,2025-11-01,NA,NA,NA,NA,64162941
ARA Basel/Prorheno,SARS-N2,2025-11-02,270101,RESPV6,6000,71330270,56995612
ARA Basel/Prorheno,SARS-N2,2025-11-03,270101,RESPV6,6000,44073848,64162941
ARA Basel/Prorheno,SARS-N2,2025-11-04,NA,NA,NA,NA,77046350
ARA Basel/Prorheno,SARS-N2,2025-11-05,NA,NA,NA,NA,77046350
ARA Basel/Prorheno,SARS-N2,2025-11-06,270101,RESPV6,6000,82762430,82762430
ARA Basel/Prorheno,SARS-N2,2025-11-07,270101,RESPV6,6000,109399136,96080783
ARA Basel/Prorheno,SARS-N2,2025-11-08,NA,NA,NA,NA,85391136
ARA Basel/Prorheno,SARS-N2,2025-11-09,NA,NA,NA,NA,85391136
ARA Basel/Prorheno,SARS-N2,2025-11-10,NA,NA,NA,NA,97395136
ARA Basel/Prorheno,SARS-N2,2025-11-11,270101,RESPV6,6000,85391136,83003736
ARA Basel/Prorheno,SARS-N2,2025-11-12,NA,NA,NA,NA,83003736
ARA Basel/Prorheno,SARS-N2,2025-11-13,NA,NA,NA,NA,80616336
ARA Basel/Prorheno,SARS-N2,2025-11-14,270101,RESPV6,6000,80616336,73442724
ARA Basel/Prorheno,SARS-N2,2025-11-15,NA,NA,NA,NA,66269112
ARA Basel/Prorheno,SARS-N2,2025-11-16,270101,RESPV6,6000,66269112,60360320
ARA Basel/Prorheno,SARS-N2,2025-11-17,270101,RESPV6,6000,34762144,60360320
ARA Basel/Prorheno,SARS-N2,2025-11-18,NA,NA,NA,NA,58887866
ARA Basel/Prorheno,SARS-N2,2025-11-19,270101,RESPV6,6000,54451528,58887866
ARA Basel/Prorheno,SARS-N2,2025-11-20,NA,NA,NA,NA,57198324
ARA Basel/Prorheno,SARS-N2,2025-11-21,270101,RESPV6,6000,63324204,57198324
ARA Basel/Prorheno,SARS-N2,2025-11-22,NA,NA,NA,NA,57198324
ARA Basel/Prorheno,SARS-N2,2025-11-23,270101,RESPV6,6000,59945120,59945120
ARA Basel/Prorheno,SARS-N2,2025-11-24,270101,RESPV6,6000,33333208,59069206
ARA Basel/Prorheno,SARS-N2,2025-11-25,NA,NA,NA,NA,52872096
ARA Basel/Prorheno,SARS-N2,2025-11-26,NA,NA,NA,NA,52872096
ARA Basel/Prorheno,SARS-N2,2025-11-27,270101,RESPV6,6000,58193292,52872096
ARA Basel/Prorheno,SARS-N2,2025-11-28,270101,RESPV6,6000,47550900,65685538
ARA Basel/Prorheno,SARS-N2,2025-11-29,NA,NA,NA,NA,73177784
ARA Basel/Prorheno,SARS-N2,2025-11-30,270101,RESPV6,6000,73177784,73177784
ARA Basel/Prorheno,SARS-N2,2025-12-01,270101,RESPV6,6000,95796690,78976407
ARA Basel/Prorheno,SARS-N2,2025-12-02,270101,RESPV6,6000,84775030,90285860
ARA Basel/Prorheno,SARS-N2,2025-12-03,NA,NA,NA,NA,90285860
ARA Basel/Prorheno,SARS-N2,2025-12-04,NA,NA,NA,NA,99185253
ARA Basel/Prorheno,SARS-N2,2025-12-05,270101,RESPV6,6000,102573816,93674423
ARA Basel/Prorheno,SARS-N2,2025-12-06,NA,NA,NA,NA,102573816
ARA Basel/Prorheno,SARS-N2,2025-12-07,270101,RESPV6,6000,106954230,93250976
ARA Basel/Prorheno,SARS-N2,2025-12-08,270101,RESPV6,6000,60549988,93250976
ARA Basel/Prorheno,SARS-N2,2025-12-09,NA,NA,NA,NA,72239062
ARA Basel/Prorheno,SARS-N2,2025-12-10,270101,RESPV6,6000,83928136,72239062
ARA Basel/Prorheno,SARS-N2,2025-12-11,NA,NA,NA,NA,60363196
ARA Basel/Prorheno,SARS-N2,2025-12-12,270101,RESPV6,6000,60176404,71346274
ARA Basel/Prorheno,SARS-N2,2025-12-13,NA,NA,NA,NA,71346274
ARA Basel/Prorheno,SARS-N2,2025-12-14,270101,RESPV6,6000,51623008,60176404
ARA Basel/Prorheno,SARS-N2,2025-12-15,270101,RESPV6,6000,82516144,55899706
ARA Basel/Prorheno,SARS-N2,2025-12-16,NA,NA,NA,NA,37878386
ARA Basel/Prorheno,SARS-N2,2025-12-17,NA,NA,NA,NA,37878386
ARA Basel/Prorheno,SARS-N2,2025-12-18,270101,RESPV6,6000,24133764,40352780
ARA Basel/Prorheno,SARS-N2,2025-12-19,270101,RESPV6,6000,18796548,24133764
ARA Basel/Prorheno,SARS-N2,2025-12-20,NA,NA,NA,NA,24133764
ARA Basel/Prorheno,SARS-N2,2025-12-21,270101,RESPV6,6000,56571796,24133764
ARA Buholz,IAV-M,2024-01-01,102400,RESPV6,6000,20314126,12312169.25
ARA Buholz,IAV-M,2024-01-02,NA,NA,NA,NA,11872631
ARA Buholz,IAV-M,2024-01-03,102400,RESPV6,6000,4310212.5,16093378.5
ARA Buholz,IAV-M,2024-01-04,NA,NA,NA,NA,11872631
ARA Buholz,IAV-M,2024-01-05,102400,RESPV6,6000,11872631,11872631
ARA Buholz,IAV-M,2024-01-06,102400,RESPV6,6000,21573152,10767348
ARA Buholz,IAV-M,2024-01-07,102400,RESPV6,6000,8829889,11872631
ARA Buholz,IAV-M,2024-01-08,102400,RESPV6,6000,16734794,14303712.5
ARA Buholz,IAV-M,2024-01-09,102400,RESPV6,6000,9662065,16734794
ARA Buholz,IAV-M,2024-01-10,NA,NA,NA,NA,11019141
ARA Buholz,IAV-M,2024-01-11,102400,RESPV6,6000,18174616,16734794
ARA Buholz,IAV-M,2024-01-12,NA,NA,NA,NA,17623104
ARA Buholz,IAV-M,2024-01-13,102400,RESPV6,6000,11019141,17898860
ARA Buholz,IAV-M,2024-01-14,102400,RESPV6,6000,18817990,18174616
ARA Buholz,IAV-M,2024-01-15,102400,RESPV6,6000,17623104,18220547
ARA Buholz,IAV-M,2024-01-16,NA,NA,NA,NA,17623104
ARA Buholz,IAV-M,2024-01-17,102400,RESPV6,6000,22228218,18817990
ARA Buholz,IAV-M,2024-01-18,NA,NA,NA,NA,18883636
ARA Buholz,IAV-M,2024-01-19,102400,RESPV6,6000,11590755,22228218
ARA Buholz,IAV-M,2024-01-20,102400,RESPV6,6000,23241942,20555927
ARA Buholz,IAV-M,2024-01-21,102400,RESPV6,6000,18883636,18883636
ARA Buholz,IAV-M,2024-01-22,102400,RESPV6,6000,32916746,15237195.5
ARA Buholz,IAV-M,2024-01-23,102400,RESPV6,6000,3237333.8,18883636
ARA Buholz,IAV-M,2024-01-24,NA,NA,NA,NA,6468752
ARA Buholz,IAV-M,2024-01-25,102400,RESPV6,6000,6468752,6468752
ARA Buholz,IAV-M,2024-01-26,NA,NA,NA,NA,6468752
ARA Buholz,IAV-M,2024-01-27,102400,RESPV6,6000,5492655,7148254
ARA Buholz,IAV-M,2024-01-28,102400,RESPV6,6000,7827756,7827756
ARA Buholz,IAV-M,2024-01-29,102400,RESPV6,6000,15829790,11828773
ARA Buholz,IAV-M,2024-01-30,NA,NA,NA,NA,15437734
ARA Buholz,IAV-M,2024-01-31,102400,RESPV6,6000,26385018,15829790
ARA Buholz,IAV-M,2024-02-01,NA,NA,NA,NA,15829790
ARA Buholz,IAV-M,2024-02-02,102400,RESPV6,6000,15437734,16416280
ARA Buholz,IAV-M,2024-02-03,102400,RESPV6,6000,16416280,15927007
ARA Buholz,IAV-M,2024-02-04,102400,RESPV6,6000,14647507,15437734
ARA Buholz,IAV-M,2024-02-05,102400,RESPV6,6000,32311854,15560915.5
ARA Buholz,IAV-M,2024-02-06,102400,RESPV6,6000,9045837,15684097
ARA Buholz,IAV-M,2024-02-07,NA,NA,NA,NA,15684097
ARA Buholz,IAV-M,2024-02-08,102400,RESPV6,6000,15684097,15684097
ARA Buholz,IAV-M,2024-02-09,NA,NA,NA,NA,15684097
ARA Buholz,IAV-M,2024-02-10,102400,RESPV6,6000,20097166,17890631.5
ARA Buholz,IAV-M,2024-02-11,102400,RESPV6,6000,13685012,20097166
ARA Buholz,IAV-M,2024-02-12,102400,RESPV6,6000,23355458,21073401
ARA Buholz,IAV-M,2024-02-13,NA,NA,NA,NA,20097166
ARA Buholz,IAV-M,2024-02-14,102400,RESPV6,6000,22049636,22049636
ARA Buholz,IAV-M,2024-02-15,NA,NA,NA,NA,23355458
ARA Buholz,IAV-M,2024-02-16,102400,RESPV6,6000,17063814,25214902
ARA Buholz,IAV-M,2024-02-17,102400,RESPV6,6000,25214902,23632269
ARA Buholz,IAV-M,2024-02-18,102400,RESPV6,6000,37651084,25214902
ARA Buholz,IAV-M,2024-02-19,102400,RESPV6,6000,40221380,23270160
ARA Buholz,IAV-M,2024-02-20,102400,RESPV6,6000,12038330,25214902
ARA Buholz,IAV-M,2024-02-21,NA,NA,NA,NA,21325418
ARA Buholz,IAV-M,2024-02-22,102400,RESPV6,6000,21325418,12038330
ARA Buholz,IAV-M,2024-02-23,NA,NA,NA,NA,11767052
ARA Buholz,IAV-M,2024-02-24,102400,RESPV6,6000,5860688,11527101.5
ARA Buholz,IAV-M,2024-02-25,102400,RESPV6,6000,11767052,11287151
ARA Buholz,IAV-M,2024-02-26,102400,RESPV6,6000,11287151,8573919.5
ARA Buholz,IAV-M,2024-02-27,NA,NA,NA,NA,5976268
ARA Buholz,IAV-M,2024-02-28,102400,RESPV6,6000,5797465,5976268
ARA Buholz,IAV-M,2024-02-29,NA,NA,NA,NA,5976268
ARA Buholz,IAV-M,2024-03-01,102400,RESPV6,6000,5976268,5797465
ARA Buholz,IAV-M,2024-03-02,102400,RESPV6,6000,3320882.8,4559173.9
ARA Buholz,IAV-M,2024-03-03,102400,RESPV6,6000,8850818,3320882.8
ARA Buholz,IAV-M,2024-03-04,102400,RESPV6,6000,3192573,3256727.9
ARA Buholz,IAV-M,2024-03-05,102400,RESPV6,6000,2922680,3192573
ARA Buholz,IAV-M,2024-03-06,NA,NA,NA,NA,2922680
ARA Buholz,IAV-M,2024-03-07,102400,RESPV6,6000,2446454.8,2446454.8
ARA Buholz,IAV-M,2024-03-08,NA,NA,NA,NA,1496712
ARA Buholz,IAV-M,2024-03-09,102400,RESPV6,6000,1496712,1413689.2
ARA Buholz,IAV-M,2024-03-10,102400,RESPV6,6000,1330666.4,1330666.4
ARA Buholz,IAV-M,2024-03-11,102400,RESPV6,6000,0,665333.2
ARA Buholz,IAV-M,2024-03-12,NA,NA,NA,NA,1330666.4
ARA Buholz,IAV-M,2024-03-13,102400,RESPV6,6000,0,1089415.4
ARA Buholz,IAV-M,2024-03-14,NA,NA,NA,NA,1089415.4
ARA Buholz,IAV-M,2024-03-15,102400,RESPV6,6000,2117277.8,1319837.1
ARA Buholz,IAV-M,2024-03-16,102400,RESPV6,6000,1089415.4,1204626.25
ARA Buholz,IAV-M,2024-03-17,102400,RESPV6,6000,2065184.8,1319837.1
ARA Buholz,IAV-M,2024-03-18,102400,RESPV6,6000,1319837.1,1204626.25
ARA Buholz,IAV-M,2024-03-19,102400,RESPV6,6000,0,1089415.4
ARA Buholz,IAV-M,2024-03-20,NA,NA,NA,NA,1319837.1
ARA Buholz,IAV-M,2024-03-21,102400,RESPV6,6000,0,0
ARA Buholz,IAV-M,2024-03-22,NA,NA,NA,NA,0
ARA Buholz,IAV-M,2024-03-23,102400,RESPV6,6000,2566707.5,857536.95
ARA Buholz,IAV-M,2024-03-24,102400,RESPV6,6000,0,0
ARA Buholz,IAV-M,2024-03-25,102400,RESPV6,6000,1715073.9,857536.95
ARA Buholz,IAV-M,2024-03-26,NA,NA,NA,NA,1715073.9
ARA Buholz,IAV-M,2024-03-27,102400,RESPV6,6000,0,1715073.9
ARA Buholz,IAV-M,2024-03-28,NA,NA,NA,NA,1715073.9
ARA Buholz,IAV-M,2024-03-29,102400,RESPV6,6000,3095254.8,923736.3
ARA Buholz,IAV-M,2024-03-30,102400,RESPV6,6000,3060572,760313.55
